!	35	13																																	
-85	-80	-75	-70	-65	-60	-55	-50	-45	-40	-35	-30	-25	-20	-15	-10	-5	0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	!Transversal Angle
1.1856	! IAM for transv. angle -30, long. angle -30																																		
1.168	! IAM for transv. angle -30, long. angle -15																																		
1.2164	! IAM for transv. angle -30, long. angle 0																																		
1.168	! IAM for transv. angle -30, long. angle 15																																		
1.1856	! IAM for transv. angle -30, long. angle 30																																		
1.1028	! IAM for transv. angle -30, long. angle 45																																		
1.0136	! IAM for transv. angle -30, long. angle 60																																		
0.5068	! IAM for transv. angle -30, long. angle 75																																		
0	! IAM for transv. angle -30, long. angle 90																																		
0	! IAM for transv. angle -25, long. angle -90																																		
0.4974	! IAM for transv. angle -25, long. angle -75																																		
0.9947	! IAM for transv. angle -25, long. angle -60																																		
1.0823	! IAM for transv. angle -25, long. angle -45																																		
1.1635	! IAM for transv. angle -25, long. angle -30																																		
1.1463	! IAM for transv. angle -25, long. angle -15																																		
1.1938	! IAM for transv. angle -25, long. angle 0																																		
1.1463	! IAM for transv. angle -25, long. angle 15																																		
1.1635	! IAM for transv. angle -25, long. angle 30																																		
1.0823	! IAM for transv. angle -25, long. angle 45																																		
0.9947	! IAM for transv. angle -25, long. angle 60																																		
0.4974	! IAM for transv. angle -25, long. angle 75																																		
0	! IAM for transv. angle -25, long. angle 90																																		
0	! IAM for transv. angle -20, long. angle -90																																		
0.4865	! IAM for transv. angle -20, long. angle -75																																		
0.973	! IAM for transv. angle -20, long. angle -60																																		
1.0586	! IAM for transv. angle -20, long. angle -45																																		
1.1381	! IAM for transv. angle -20, long. angle -30																																		
1.1212	! IAM for transv. angle -20, long. angle -15																																		
1.1677	! IAM for transv. angle -20, long. angle 0																																		
1.1212	! IAM for transv. angle -20, long. angle 15																																		
1.1381	! IAM for transv. angle -20, long. angle 30																																		
1.0586	! IAM for transv. angle -20, long. angle 45																																		
0.973	! IAM for transv. angle -20, long. angle 60																																		
0.4865	! IAM for transv. angle -20, long. angle 75																																		
0	! IAM for transv. angle -20, long. angle 90																																		
0	! IAM for transv. angle -15, long. angle -90																																		
0.4749	! IAM for transv. angle -15, long. angle -75																																		
0.9498	! IAM for transv. angle -15, long. angle -60																																		
1.0333	! IAM for transv. angle -15, long. angle -45																																		
1.1109	! IAM for transv. angle -15, long. angle -30																																		
1.0945	! IAM for transv. angle -15, long. angle -15																																		
1.1398	! IAM for transv. angle -15, long. angle 0																																		
1.0945	! IAM for transv. angle -15, long. angle 15																																		
1.1109	! IAM for transv. angle -15, long. angle 30																																		
1.0333	! IAM for transv. angle -15, long. angle 45																																		
0.9498	! IAM for transv. angle -15, long. angle 60																																		
0.4749	! IAM for transv. angle -15, long. angle 75																																		
0	! IAM for transv. angle -15, long. angle 90																																		
0	! IAM for transv. angle -10, long. angle -90																																		
0.4645	! IAM for transv. angle -10, long. angle -75																																		
0.9289	! IAM for transv. angle -10, long. angle -60																																		
1.0106	! IAM for transv. angle -10, long. angle -45																																		
1.0865	! IAM for transv. angle -10, long. angle -30																																		
1.0704	! IAM for transv. angle -10, long. angle -15																																		
1.1148	! IAM for transv. angle -10, long. angle 0																																		
1.0704	! IAM for transv. angle -10, long. angle 15																																		
1.0865	! IAM for transv. angle -10, long. angle 30																																		
1.0106	! IAM for transv. angle -10, long. angle 45																																		
0.9289	! IAM for transv. angle -10, long. angle 60																																		
0.4645	! IAM for transv. angle -10, long. angle 75																																		
0	! IAM for transv. angle -10, long. angle 90																																		
0	! IAM for transv. angle -5, long. angle -90																																		
0.4573	! IAM for transv. angle -5, long. angle -75																																		
0.9146	! IAM for transv. angle -5, long. angle -60																																		
0.9951	! IAM for transv. angle -5, long. angle -45																																		
1.0698	! IAM for transv. angle -5, long. angle -30																																		
1.054	! IAM for transv. angle -5, long. angle -15																																		
1.0976	! IAM for transv. angle -5, long. angle 0																																		
1.054	! IAM for transv. angle -5, long. angle 15																																		
1.0698	! IAM for transv. angle -5, long. angle 30																																		
0.9951	! IAM for transv. angle -5, long. angle 45																																		
0.9146	! IAM for transv. angle -5, long. angle 60																																		
0.4573	! IAM for transv. angle -5, long. angle 75																																		
0	! IAM for transv. angle -5, long. angle 90																																		
0	! IAM for transv. angle 0, long. angle -90																																		
0.4585	! IAM for transv. angle 0, long. angle -75																																		
0.917	! IAM for transv. angle 0, long. angle -60																																		
0.9977	! IAM for transv. angle 0, long. angle -45																																		
1.0726	! IAM for transv. angle 0, long. angle -30																																		
1.0567	! IAM for transv. angle 0, long. angle -15																																		
1.1004	! IAM for transv. angle 0, long. angle 0																																		
1.0567	! IAM for transv. angle 0, long. angle 15																																		
1.0726	! IAM for transv. angle 0, long. angle 30																																		
0.9977	! IAM for transv. angle 0, long. angle 45																																		
0.917	! IAM for transv. angle 0, long. angle 60																																		
0.4585	! IAM for transv. angle 0, long. angle 75																																		
0	! IAM for transv. angle 0, long. angle 90																																		
0	! IAM for transv. angle 5, long. angle -90																																		
0.4683	! IAM for transv. angle 5, long. angle -75																																		
0.9365	! IAM for transv. angle 5, long. angle -60																																		
1.0189	! IAM for transv. angle 5, long. angle -45																																		
1.0954	! IAM for transv. angle 5, long. angle -30																																		
1.0792	! IAM for transv. angle 5, long. angle -15																																		
1.1239	! IAM for transv. angle 5, long. angle 0																																		
1.0792	! IAM for transv. angle 5, long. angle 15																																		
1.0954	! IAM for transv. angle 5, long. angle 30																																		
1.0189	! IAM for transv. angle 5, long. angle 45																																		
0.9365	! IAM for transv. angle 5, long. angle 60																																		
0.4683	! IAM for transv. angle 5, long. angle 75																																		
0	! IAM for transv. angle 5, long. angle 90																																		
0	! IAM for transv. angle 10, long. angle -90																																		
0.4878	! IAM for transv. angle 10, long. angle -75																																		
0.9755	! IAM for transv. angle 10, long. angle -60																																		
1.0613	! IAM for transv. angle 10, long. angle -45																																		
1.141	! IAM for transv. angle 10, long. angle -30																																		
1.1241	! IAM for transv. angle 10, long. angle -15																																		
1.1707	! IAM for transv. angle 10, long. angle 0																																		
1.1241	! IAM for transv. angle 10, long. angle 15																																		
1.141	! IAM for transv. angle 10, long. angle 30																																		
1.0613	! IAM for transv. angle 10, long. angle 45																																		
0.9755	! IAM for transv. angle 10, long. angle 60																																		
0.4878	! IAM for transv. angle 10, long. angle 75																																		
0	! IAM for transv. angle 10, long. angle 90																																		
0	! IAM for transv. angle 15, long. angle -90																																		
0.5072	! IAM for transv. angle 15, long. angle -75																																		
1.0145	! IAM for transv. angle 15, long. angle -60																																		
1.1037	! IAM for transv. angle 15, long. angle -45																																		
1.1866	! IAM for transv. angle 15, long. angle -30																																		
1.169	! IAM for transv. angle 15, long. angle -15																																		
1.2174	! IAM for transv. angle 15, long. angle 0																																		
1.169	! IAM for transv. angle 15, long. angle 15																																		
1.1866	! IAM for transv. angle 15, long. angle 30																																		
1.1037	! IAM for transv. angle 15, long. angle 45																																		
1.0145	! IAM for transv. angle 15, long. angle 60																																		
0.5072	! IAM for transv. angle 15, long. angle 75																																		
0	! IAM for transv. angle 15, long. angle 90																																		
0	! IAM for transv. angle 20, long. angle -90																																		
0.5148	! IAM for transv. angle 20, long. angle -75																																		
1.0296	! IAM for transv. angle 20, long. angle -60																																		
1.1202	! IAM for transv. angle 20, long. angle -45																																		
1.2043	! IAM for transv. angle 20, long. angle -30																																		
1.1865	! IAM for transv. angle 20, long. angle -15																																		
1.2356	! IAM for transv. angle 20, long. angle 0																																		
1.1865	! IAM for transv. angle 20, long. angle 15																																		
1.2043	! IAM for transv. angle 20, long. angle 30																																		
1.1202	! IAM for transv. angle 20, long. angle 45																																		
1.0296	! IAM for transv. angle 20, long. angle 60																																		
0.5148	! IAM for transv. angle 20, long. angle 75																																		
0	! IAM for transv. angle 20, long. angle 90																																		
0	! IAM for transv. angle 25, long. angle -90																																		
0.5204	! IAM for transv. angle 25, long. angle -75																																		
1.0408	! IAM for transv. angle 25, long. angle -60																																		
1.1324	! IAM for transv. angle 25, long. angle -45																																		
1.2174	! IAM for transv. angle 25, long. angle -30																																		
1.1993	! IAM for transv. angle 25, long. angle -15																																		
1.249	! IAM for transv. angle 25, long. angle 0																																		
1.1993	! IAM for transv. angle 25, long. angle 15																																		
1.2174	! IAM for transv. angle 25, long. angle 30																																		
1.1324	! IAM for transv. angle 25, long. angle 45																																		
1.0408	! IAM for transv. angle 25, long. angle 60																																		
0.5204	! IAM for transv. angle 25, long. angle 75																																		
0	! IAM for transv. angle 25, long. angle 90																																		
0	! IAM for transv. angle 30, long. angle -90																																		
0.5231	! IAM for transv. angle 30, long. angle -75																																		
1.0461	! IAM for transv. angle 30, long. angle -60																																		
1.1381	! IAM for transv. angle 30, long. angle -45																																		
1.2236	! IAM for transv. angle 30, long. angle -30																																		
1.2055	! IAM for transv. angle 30, long. angle -15																																		
1.2554	! IAM for transv. angle 30, long. angle 0																																		
1.2055	! IAM for transv. angle 30, long. angle 15																																		
1.2236	! IAM for transv. angle 30, long. angle 30																																		
1.1381	! IAM for transv. angle 30, long. angle 45																																		
1.0461	! IAM for transv. angle 30, long. angle 60																																		
0.5231	! IAM for transv. angle 30, long. angle 75																																		
0	! IAM for transv. angle 30, long. angle 90																																		
0	! IAM for transv. angle 35, long. angle -90																																		
0.5231	! IAM for transv. angle 35, long. angle -75																																		
1.0462	! IAM for transv. angle 35, long. angle -60																																		
1.1382	! IAM for transv. angle 35, long. angle -45																																		
1.2237	! IAM for transv. angle 35, long. angle -30																																		
1.2056	! IAM for transv. angle 35, long. angle -15																																		
1.2555	! IAM for transv. angle 35, long. angle 0																																		
1.2056	! IAM for transv. angle 35, long. angle 15																																		
1.2237	! IAM for transv. angle 35, long. angle 30																																		
1.1382	! IAM for transv. angle 35, long. angle 45																																		
1.0462	! IAM for transv. angle 35, long. angle 60																																		
0.5231	! IAM for transv. angle 35, long. angle 75																																		
0	! IAM for transv. angle 35, long. angle 90																																		
0	! IAM for transv. angle 40, long. angle -90																																		
0.522	! IAM for transv. angle 40, long. angle -75																																		
1.044	! IAM for transv. angle 40, long. angle -60																																		
1.1359	! IAM for transv. angle 40, long. angle -45																																		
1.2211	! IAM for transv. angle 40, long. angle -30																																		
1.2031	! IAM for transv. angle 40, long. angle -15																																		
1.2529	! IAM for transv. angle 40, long. angle 0																																		
1.2031	! IAM for transv. angle 40, long. angle 15																																		
1.2211	! IAM for transv. angle 40, long. angle 30																																		
1.1359	! IAM for transv. angle 40, long. angle 45																																		
1.044	! IAM for transv. angle 40, long. angle 60																																		
0.522	! IAM for transv. angle 40, long. angle 75																																		
0	! IAM for transv. angle 40, long. angle 90																																		
0	! IAM for transv. angle 45, long. angle -90																																		
0.5225	! IAM for transv. angle 45, long. angle -75																																		
1.045	! IAM for transv. angle 45, long. angle -60																																		
1.1369	! IAM for transv. angle 45, long. angle -45																																		
1.2223	! IAM for transv. angle 45, long. angle -30																																		
1.2042	! IAM for transv. angle 45, long. angle -15																																		
1.254	! IAM for transv. angle 45, long. angle 0																																		
1.2042	! IAM for transv. angle 45, long. angle 15																																		
1.2223	! IAM for transv. angle 45, long. angle 30																																		
1.1369	! IAM for transv. angle 45, long. angle 45																																		
1.045	! IAM for transv. angle 45, long. angle 60																																		
0.5225	! IAM for transv. angle 45, long. angle 75																																		
0	! IAM for transv. angle 45, long. angle 90																																		
0	! IAM for transv. angle 50, long. angle -90																																		
0.5284	! IAM for transv. angle 50, long. angle -75																																		
1.0567	! IAM for transv. angle 50, long. angle -60																																		
1.1497	! IAM for transv. angle 50, long. angle -45																																		
1.236	! IAM for transv. angle 50, long. angle -30																																		
1.2177	! IAM for transv. angle 50, long. angle -15																																		
1.2682	! IAM for transv. angle 50, long. angle 0																																		
1.2177	! IAM for transv. angle 50, long. angle 15																																		
1.236	! IAM for transv. angle 50, long. angle 30																																		
1.1497	! IAM for transv. angle 50, long. angle 45																																		
1.0567	! IAM for transv. angle 50, long. angle 60																																		
0.5284	! IAM for transv. angle 50, long. angle 75																																		
0	! IAM for transv. angle 50, long. angle 90																																		
0	! IAM for transv. angle 55, long. angle -90																																		
0.5447	! IAM for transv. angle 55, long. angle -75																																		
1.0894	! IAM for transv. angle 55, long. angle -60																																		
1.1853	! IAM for transv. angle 55, long. angle -45																																		
1.2742	! IAM for transv. angle 55, long. angle -30																																		
1.2554	! IAM for transv. angle 55, long. angle -15																																		
1.3074	! IAM for transv. angle 55, long. angle 0																																		
1.2554	! IAM for transv. angle 55, long. angle 15																																		
1.2742	! IAM for transv. angle 55, long. angle 30																																		
1.1853	! IAM for transv. angle 55, long. angle 45																																		
1.0894	! IAM for transv. angle 55, long. angle 60																																		
0.5447	! IAM for transv. angle 55, long. angle 75																																		
0	! IAM for transv. angle 55, long. angle 90																																		
0	! IAM for transv. angle 60, long. angle -90																																		
0.5777	! IAM for transv. angle 60, long. angle -75																																		
1.1554	! IAM for transv. angle 60, long. angle -60																																		
1.2571	! IAM for transv. angle 60, long. angle -45																																		
1.3515	! IAM for transv. angle 60, long. angle -30																																		
1.3315	! IAM for transv. angle 60, long. angle -15																																		
1.3866	! IAM for transv. angle 60, long. angle 0																																		
1.3315	! IAM for transv. angle 60, long. angle 15																																		
1.3515	! IAM for transv. angle 60, long. angle 30																																		
1.2571	! IAM for transv. angle 60, long. angle 45																																		
1.1554	! IAM for transv. angle 60, long. angle 60																																		
0.5777	! IAM for transv. angle 60, long. angle 75																																		
0	! IAM for transv. angle 60, long. angle 90																																		
0	! IAM for transv. angle 65, long. angle -90																																		
0.6348	! IAM for transv. angle 65, long. angle -75																																		
1.2696	! IAM for transv. angle 65, long. angle -60																																		
1.3813	! IAM for transv. angle 65, long. angle -45																																		
1.485	! IAM for transv. angle 65, long. angle -30																																		
1.463	! IAM for transv. angle 65, long. angle -15																																		
1.5236	! IAM for transv. angle 65, long. angle 0																																		
1.463	! IAM for transv. angle 65, long. angle 15																																		
1.485	! IAM for transv. angle 65, long. angle 30																																		
1.3813	! IAM for transv. angle 65, long. angle 45																																		
1.2696	! IAM for transv. angle 65, long. angle 60																																		
0.6348	! IAM for transv. angle 65, long. angle 75																																		
0	! IAM for transv. angle 65, long. angle 90																																		
0	! IAM for transv. angle 70, long. angle -90																																		
0.6885	! IAM for transv. angle 70, long. angle -75																																		
1.3769	! IAM for transv. angle 70, long. angle -60																																		
1.498	! IAM for transv. angle 70, long. angle -45																																		
1.6105	! IAM for transv. angle 70, long. angle -30																																		
1.5867	! IAM for transv. angle 70, long. angle -15																																		
1.6524	! IAM for transv. angle 70, long. angle 0																																		
1.5867	! IAM for transv. angle 70, long. angle 15																																		
1.6105	! IAM for transv. angle 70, long. angle 30																																		
1.498	! IAM for transv. angle 70, long. angle 45																																		
1.3769	! IAM for transv. angle 70, long. angle 60																																		
0.6885	! IAM for transv. angle 70, long. angle 75																																		
0	! IAM for transv. angle 70, long. angle 90																																		
0	! IAM for transv. angle 75, long. angle -90																																		
0.5762	! IAM for transv. angle 75, long. angle -75																																		
1.1525	! IAM for transv. angle 75, long. angle -60																																		
1.2539	! IAM for transv. angle 75, long. angle -45																																		
1.348	! IAM for transv. angle 75, long. angle -30																																		
1.328	! IAM for transv. angle 75, long. angle -15																																		
1.383	! IAM for transv. angle 75, long. angle 0																																		
1.328	! IAM for transv. angle 75, long. angle 15																																		
1.348	! IAM for transv. angle 75, long. angle 30																																		
1.2539	! IAM for transv. angle 75, long. angle 45																																		
1.1525	! IAM for transv. angle 75, long. angle 60																																		
0.5762	! IAM for transv. angle 75, long. angle 75																																		
0	! IAM for transv. angle 75, long. angle 90																																		
0	! IAM for transv. angle 80, long. angle -90																																		
0.5321	! IAM for transv. angle 80, long. angle -75																																		
1.0642	! IAM for transv. angle 80, long. angle -60																																		
1.1578	! IAM for transv. angle 80, long. angle -45																																		
1.2448	! IAM for transv. angle 80, long. angle -30																																		
1.2263	! IAM for transv. angle 80, long. angle -15																																		
1.2771	! IAM for transv. angle 80, long. angle 0																																		
1.2263	! IAM for transv. angle 80, long. angle 15																																		
1.2448	! IAM for transv. angle 80, long. angle 30																																		
1.1578	! IAM for transv. angle 80, long. angle 45																																		
1.0642	! IAM for transv. angle 80, long. angle 60																																		
0.5321	! IAM for transv. angle 80, long. angle 75																																		
0	! IAM for transv. angle 80, long. angle 90																																		
0	! IAM for transv. angle 85, long. angle -90																																		
0.6005	! IAM for transv. angle 85, long. angle -75																																		
1.201	! IAM for transv. angle 85, long. angle -60																																		
1.3066	! IAM for transv. angle 85, long. angle -45																																		
1.4047	! IAM for transv. angle 85, long. angle -30																																		
1.3839	! IAM for transv. angle 85, long. angle -15																																		
1.4412	! IAM for transv. angle 85, long. angle 0																																		
1.3839	! IAM for transv. angle 85, long. angle 15																																		
1.4047	! IAM for transv. angle 85, long. angle 30																																		
1.3066	! IAM for transv. angle 85, long. angle 45																																		
1.201	! IAM for transv. angle 85, long. angle 60																																		
0.6005	! IAM for transv. angle 85, long. angle 75																																		
0	! IAM for transv. angle 85, long. angle 90																																		
